-22.571980468046597,-22.571980468046597,-22.57212437154211
-22.56605617084994,-22.56605617084994,-22.56620871325458
-22.55992151203559,-22.55992151203559,-22.560082141254792
-22.55357025513527,-22.55357025513527,-22.553738425014927
-22.546996729812875,-22.546996729812875,-22.54717190256048
-22.540195930818637,-22.540195930818637,-22.54037757949413
-22.533163614781145,-22.533163614781145,-22.533351225817817
-22.525896391999666,-22.525896391999666,-22.526089467709248
-22.518391810207174,-22.518391810207174,-22.51858987122022
-22.510648427207794,-22.510648427207794,-22.510851014796025
-22.50266586937065,-22.50266586937065,-22.502872547598457
-22.494444873207883,-22.494444873207883,-22.49465523085965
-22.485987307680286,-22.485987307680286,-22.486200959914562
-22.47729617545717,-22.47729617545717,-22.477512765143118
-22.468375592084055,-22.468375592084055,-22.4685947907842
-22.459230742850536,-22.459230742850536,-22.459452251423105
-22.449867818053523,-22.449867818053523,-22.450091366858956
-22.440293928258416,-22.440293928258416,-22.440519276966935
-22.430517002016437,-22.430517002016437,-22.43074393902637
-22.420545669236603,-22.420545669236603,-22.420774010725715
-22.410389133984815,-22.410389133984815,-22.410618722627753
-22.400057040851152,-22.400057040851152,-22.400287744246906
-22.389559339164663,-22.389559339164663,-22.389791048025025
-22.378906149241672,-22.378906149241672,-22.379138775396918
-22.36810763454085,-22.36810763454085,-22.368341108821927
-22.35717388310003,-22.35717388310003,-22.357408153156175
-22.346114800990176,-22.346114800990176,-22.34634982909789
-22.334940019792523,-22.334940019792523,-22.33517578070825
-22.323658819343542,-22.323658819343542,-22.323895298244466
-22.31228006624697,-22.31228006624697,-22.312517256797783
-22.30081216797137,-22.30081216797137,-22.30105007054596
-22.28926304176729,-22.28926304176729,-22.28950166184571
-22.277640097173197,-22.277640097173197,-22.277879443926224
-22.265950230544597,-22.265950230544597,-22.266190315610515
-22.254199829835386,-22.254199829835386,-22.254440666286616
-22.242394787774554,-22.242394787774554,-22.242636389266703
-22.23054052159806,-22.23054052159806,-22.230782901688993
-22.21864199759708,-22.21864199759708,-22.218885169220954
-22.206703758904425,-22.206703758904425,-22.206947733983345
-22.194729955142854,-22.194729955142854,-22.194974744317843
-22.18272437278027,-22.18272437278027,-22.182969985243055
-22.170690465262233,-22.170690465262233,-22.170936908670274
-22.158631382208338,-22.158631382208338,-22.15887866266613
-22.146549997156416,-22.146549997156416,-22.146798119248263
-22.1344489335123,-22.1344489335123,-22.134697900372696
-22.122330588506767,-22.122330588506767,-22.12258040191741
-22.110197155080765,-22.110197155080765,-22.11044781558402
-22.09805064170839,-22.09805064170839,-22.09830214872967
-22.08589289023428,-22.08589289023428,-22.08614524220693
-22.07372559184635,-22.07372559184635,-22.073978786334358
-22.06155030133212,-22.06155030133212,-22.061804335147325
-22.049368449780122,-22.049368449780122,-22.04962331909134
-22.037181355889885,-22.037181355889885,-22.03743705632262
-22.02499023604972,-22.02499023604972,-22.025246762775797
-22.01279621333067,-22.01279621333067,-22.013053561147558
-22.000600325532,-22.000600325532,-22.00085848893203
-21.988403532398966,-21.988403532398966,-21.988662505629154
-21.976206722118878,-21.976206722118878,-21.976466499231776
-21.964010717187033,-21.964010717187033,-21.964271292083794
-21.951816279721054,-21.951816279721054,-21.95207764618728
-21.939624116290336,-21.939624116290336,-21.9398862680259
-21.927434882317552,-21.927434882317552,-21.927697812960808
-21.915249186099622,-21.915249186099622,-21.915512889247374
-21.90306759248929,-21.90306759248929,-21.903332061712682
-21.890890626271535,-21.890890626271535,-21.89115585512883
-21.87871877526482,-21.87871877526482,-21.878984757311514
-21.866552493172335,-21.866552493172335,-21.866819221969067
-21.854392202206363,-21.854392202206363,-21.85465967132514
-21.842238295504746,-21.842238295504746,-21.84250649853376
-21.830091139357858,-21.830091139357858,-21.83036006990505
-21.817951075261263,-21.817951075261263,-21.818220726957183
-21.805818421808954,-21.805818421808954,-21.806088788308816
-21.793693476439675,-21.793693476439675,-21.793964551424896
